 T: 2018-02-12 21:26:18,178 |L: INFO |TH: Agent: adapter run thread for test 'UserLaunchCometURL' with id '190dd8ed-e4af-4879-81cf-0876d14390f3' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~ClassName = CommonDefinition ~ MethodName = LaunchApplicationURL ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:28:22,669 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = FillNewPackageDetails ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:28:22,670 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = PackageCreationFirstStep ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:28:35,919 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = SearchEmployerRecords ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:28:50,931 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = SearchEmployerRecords ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:28:56,869 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = PackageCreationFirstStep ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:28:56,870 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = PackageCreationSecondStep ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:13,636 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = PackageCreationSecondStep ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:13,637 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_payrolldetailsPage ~ MethodName = PackageCreationThirdStep ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:26,573 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_payrolldetailsPage ~ MethodName = PackageCreationThirdStep ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:26,573 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = FillNewPackageDetails ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:26,573 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Employee_personaldetailsDefinition ~ MethodName = ValidatePageName ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:26,574 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryDefinition ~ MethodName = ValidateDisplayOfPackage ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:26,575 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryPage ~ MethodName = VeriFyPackageName ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:31,773 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = StoreUserDetails ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:31,774 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = StoreUserDetailsInMemory ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:31,774 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = SaveUserInMemory ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:31,774 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = StoreUserDetailsInMemory ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:31,774 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = StoreUserDetails ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:36,972 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~TestCaseName  = ValidateTheUserDetails ~ ScenarioName =Create new package for COMET user ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:36,972 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id '49758bb5-54eb-477f-802d-1af418639f94' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryDefinition ~ MethodName = ValidateDisplayOfPackage ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:36,981 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '2294862f-8968-4a1c-b58b-56490b6f0dcc' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryDefinition ~ MethodName = ClickOption ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:36,982 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '2294862f-8968-4a1c-b58b-56490b6f0dcc' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryPage ~ MethodName = ClickNewButton ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:38,538 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '2294862f-8968-4a1c-b58b-56490b6f0dcc' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryPage ~ MethodName = ClickNewButton ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:38,538 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '2294862f-8968-4a1c-b58b-56490b6f0dcc' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryDefinition ~ MethodName = ClickOption ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:38,541 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '2294862f-8968-4a1c-b58b-56490b6f0dcc' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AmendmentsFeatureSteps ~ MethodName = VerifyAmendmentPage ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:38,542 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '2294862f-8968-4a1c-b58b-56490b6f0dcc' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = VerifyThepageLndedOnAmendment ~ MethodName = VerifyThepageLndedOnAmendment ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:44,747 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '2294862f-8968-4a1c-b58b-56490b6f0dcc' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~TestCaseName  = ValidateTheUserDetails ~ ScenarioName =Add Benefit to the package through Amendment screen ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:44,747 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '2294862f-8968-4a1c-b58b-56490b6f0dcc' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Employee_personaldetailsDefinition ~ MethodName = ValidatePageName ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:29:44,748 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '2294862f-8968-4a1c-b58b-56490b6f0dcc' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AmendmentsFeatureSteps ~ MethodName = VerifyAmendmentPage ~ Message = Entry ~ ScreenShot File = Not Applicable 
