 T: 2018-02-12 21:52:53,907 |L: INFO |TH: Agent: adapter run thread for test 'UserLaunchCometURL' with id '4323010a-2ecd-4de0-bb07-6a2a61c1ec63' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~ClassName = CommonDefinition ~ MethodName = LaunchApplicationURL ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:55:01,428 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryDefinition ~ MethodName = ClickOption ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:55:01,428 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Employee_personaldetailsDefinition ~ MethodName = ValidatePageName ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:55:01,428 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = FillNewPackageDetails ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:55:01,428 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = PackageCreationFirstStep ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:55:15,115 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = SearchEmployerRecords ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:55:29,709 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = SearchEmployerRecords ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:55:36,131 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = PackageCreationFirstStep ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:55:36,131 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = PackageCreationSecondStep ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:55:56,647 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = PackageCreationSecondStep ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:55:56,647 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_payrolldetailsPage ~ MethodName = PackageCreationThirdStep ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:09,663 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_payrolldetailsPage ~ MethodName = PackageCreationThirdStep ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:09,663 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = FillNewPackageDetails ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:09,663 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Employee_personaldetailsDefinition ~ MethodName = ValidatePageName ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:09,663 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryDefinition ~ MethodName = ValidateDisplayOfPackage ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:09,663 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryPage ~ MethodName = VeriFyPackageName ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:14,866 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = StoreUserDetails ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:14,866 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = StoreUserDetailsInMemory ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:14,866 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = SaveUserInMemory ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:14,866 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = StoreUserDetailsInMemory ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:14,866 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = StoreUserDetails ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:20,085 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~TestCaseName  = ValidateTheUserDetails ~ ScenarioName =Create new package for COMET user ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:20,085 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'f6fd492e-9172-4aa3-bd11-a8dd16976767' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryDefinition ~ MethodName = ValidateDisplayOfPackage ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:20,132 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '9a394cd1-a695-4f6e-bec8-b3d64e69f934' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryDefinition ~ MethodName = ClickOption ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:20,132 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '9a394cd1-a695-4f6e-bec8-b3d64e69f934' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryPage ~ MethodName = ClickNewButton ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:21,944 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '9a394cd1-a695-4f6e-bec8-b3d64e69f934' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryPage ~ MethodName = ClickNewButton ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:21,944 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '9a394cd1-a695-4f6e-bec8-b3d64e69f934' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryDefinition ~ MethodName = ClickOption ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:21,944 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '9a394cd1-a695-4f6e-bec8-b3d64e69f934' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AmendmentsFeatureSteps ~ MethodName = VerifyAmendmentPage ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:21,944 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '9a394cd1-a695-4f6e-bec8-b3d64e69f934' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AmendmentPage ~ MethodName = VerifyThepageLndedOnAmendment ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:28,585 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '9a394cd1-a695-4f6e-bec8-b3d64e69f934' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~TestCaseName  = ValidateTheUserDetails ~ ScenarioName =Add Benefit to the package through Amendment screen ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:28,585 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '9a394cd1-a695-4f6e-bec8-b3d64e69f934' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Employee_personaldetailsDefinition ~ MethodName = ValidatePageName ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:28,585 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '9a394cd1-a695-4f6e-bec8-b3d64e69f934' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AmendmentsFeatureSteps ~ MethodName = VerifyAmendmentPage ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:56:28,585 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '9a394cd1-a695-4f6e-bec8-b3d64e69f934' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AmendmentPage ~ MethodName = ClickOnOption ~ Message = Entry ~ ScreenShot File = Not Applicable 
