 T: 2018-02-12 21:15:35,498 |L: INFO |TH: Agent: adapter run thread for test 'UserLaunchCometURL' with id 'daa27ea3-aec8-43d4-a3fd-78f379375c4e' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~ClassName = CommonDefinition ~ MethodName = LaunchApplicationURL ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:17:35,084 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Employee_personaldetailsDefinition ~ MethodName = ValidatePageName ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:17:35,085 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = FillNewPackageDetails ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:17:35,085 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = PackageCreationFirstStep ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:17:48,376 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = SearchEmployerRecords ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:03,126 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = SearchEmployerRecords ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:09,415 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = PackageCreationFirstStep ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:09,416 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = PackageCreationSecondStep ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:22,659 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = PackageCreationSecondStep ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:22,660 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_payrolldetailsPage ~ MethodName = PackageCreationThirdStep ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:41,625 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_payrolldetailsPage ~ MethodName = PackageCreationThirdStep ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:41,625 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = FillNewPackageDetails ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:41,625 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Employee_personaldetailsDefinition ~ MethodName = ValidatePageName ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:41,627 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryDefinition ~ MethodName = ValidateDisplayOfPackage ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:41,627 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryPage ~ MethodName = VeriFyPackageName ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:46,875 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = StoreUserDetails ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:46,876 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = StoreUserDetailsInMemory ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:46,876 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = SaveUserInMemory ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:46,876 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = StoreUserDetailsInMemory ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:46,876 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = StoreUserDetails ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:52,060 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~TestCaseName  = ValidateTheUserDetails ~ ScenarioName =Create new package for COMET user ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:52,060 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'bb60ee36-d731-4cc6-ac9a-f0bc50fd43c7' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryDefinition ~ MethodName = ValidateDisplayOfPackage ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:52,095 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '8d62f4ef-53e7-49b7-91a5-fc4940613a33' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryDefinition ~ MethodName = ClickOption ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:52,096 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '8d62f4ef-53e7-49b7-91a5-fc4940613a33' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryPage ~ MethodName = ClickNewButton ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:53,692 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '8d62f4ef-53e7-49b7-91a5-fc4940613a33' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryPage ~ MethodName = ClickNewButton ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:53,692 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '8d62f4ef-53e7-49b7-91a5-fc4940613a33' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryDefinition ~ MethodName = ClickOption ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:53,694 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '8d62f4ef-53e7-49b7-91a5-fc4940613a33' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AmendmentsFeatureSteps ~ MethodName = VerifyAmendmentPage ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:18:53,694 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '8d62f4ef-53e7-49b7-91a5-fc4940613a33' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = VerifyThepageLndedOnAmendment ~ MethodName = VerifyThepageLndedOnAmendment ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:19:00,140 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '8d62f4ef-53e7-49b7-91a5-fc4940613a33' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~TestCaseName  = ValidateTheUserDetails ~ ScenarioName =Add Benefit to the package through Amendment screen ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:19:00,140 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '8d62f4ef-53e7-49b7-91a5-fc4940613a33' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Employee_personaldetailsDefinition ~ MethodName = ValidatePageName ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 21:19:36,287 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '8d62f4ef-53e7-49b7-91a5-fc4940613a33' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AmendmentsFeatureSteps ~ MethodName = VerifyAmendmentPage ~ Message = Entry ~ ScreenShot File = Not Applicable 
