 T: 2018-02-12 18:19:20,089 |L: INFO |TH: Agent: adapter run thread for test 'UserLaunchCometURL' with id '33beffef-7156-4277-ba6e-fc0adbfaa982' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~ClassName = CommonDefinition ~ MethodName = LaunchApplicationURL ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:22:10,823 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Employee_personaldetailsDefinition ~ MethodName = ValidatePageName ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:22:10,823 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = FillNewPackageDetails ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:22:10,823 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = PackageCreationFirstStep ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:22:26,682 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = SearchEmployerRecords ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:22:44,698 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = SearchEmployerRecords ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:22:52,526 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = PackageCreationFirstStep ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:22:52,526 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = PackageCreationSecondStep ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:23:06,417 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = PackageCreationSecondStep ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:23:06,417 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_payrolldetailsPage ~ MethodName = PackageCreationThirdStep ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:23:19,949 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_payrolldetailsPage ~ MethodName = PackageCreationThirdStep ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:23:19,964 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Package_basedetailsPage ~ MethodName = FillNewPackageDetails ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:23:19,964 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = Employee_personaldetailsDefinition ~ MethodName = ValidatePageName ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:23:19,964 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryDefinition ~ MethodName = ValidateDisplayOfPackage ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:23:19,964 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryPage ~ MethodName = VeriFyPackageName ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:23:25,152 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = StoreUserDetails ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:23:25,152 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = StoreUserDetailsInMemory ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:23:25,152 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = SaveUserInMemory ~ Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:23:25,152 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = StoreUserDetailsInMemory ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:23:25,152 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = AddUserPage ~ MethodName = StoreUserDetails ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:23:30,339 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~TestCaseName  = ValidateTheUserDetails ~ ScenarioName =Create new package for COMET user ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:23:30,339 |L: INFO |TH: Agent: adapter run thread for test 'CreateNewPackageForCOMETUser' with id 'af35b31b-d672-4559-af23-b2b5b8cfd78a' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryDefinition ~ MethodName = ValidateDisplayOfPackage ~ Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-02-12 18:24:09,794 |L: INFO |TH: Agent: adapter run thread for test 'AddBenefitToThePackageThroughAmendmentScreen' with id '1bcc0e35-d745-4021-b31d-5e4453fedaa8' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName = Internet Explorer ~ ~ClassName = CallCentreEnquiryDefinition ~ MethodName = ClickOption ~ Message = Entry ~ ScreenShot File = Not Applicable 
